conversation_history	ori_query	ori_rewrited_query	answer	unique_idx	refered_turn	candidates	plan	new_query	rewrited_query	query
"[""turn 1: Text my colleague with ID 7890 the message 'Project deadline extended to next Monday. Check your email for details.' Use their contact +1 (800) 555-0000. -> Project update delivered to +18005550000."", 'turn 2: Please cut content://archive/footage.mp4 starting at 45000 milliseconds. -> Opening content://archive/footage.mp4 for editing and setting the start point to 45\xa0000ms.']"	View the project deadline update I texted my colleague plus my other sent messages.	View the project deadline update I texted my colleague at +1 (800) 555-0000 plus my other sent messages.	{'plan': 'ACTION_VIEW_SENT_MESSAGES', 'arguments': {}}	send_message-1245-dial-1-ACTION_VIEW_SENT_MESSAGES-1	1	['get_contact_info', 'ACTION_VIEW_CONTACT', 'ACTION_VIEW_RECENT_APPS', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_VIEW_SENT_MESSAGES']	ACTION_VIEW_SENT_MESSAGES	Show me the project deadline update I sent to my colleague, along with all my other sent messages.	Show me the project deadline update I sent to my colleague at +1 (800) 555-0000, along with all my other sent messages.	Show me the project deadline update I sent to my collegue, along with all my other sent messages.
"[""turn 1: Alert +44 161 123 4567: 'Server room temperature is above threshold!' -> Alert for high server room temperature successfully sent to +441611234567."", 'turn 2: Show navigation to the Colosseum, Rome, Italy. -> Launch navigation to Colosseum, Rome, Italy—directions are live.']"	Can you show me that alert I just sent?	Can you show me the alert I sent to +44 161 123 4567: 'Server room temperature is above threshold!'?	{'plan': 'ACTION_VIEW_SENT_MESSAGES', 'arguments': {}}	send_message-1294-ACTION_SHOW_TIMERS-1_NR-ACTION_VIEW_SENT_MESSAGES-1	1	['ACTION_VIEW_SENT_MESSAGES', 'search_location', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_GET_CONTENT', 'ACTION_SET_ALARM']	ACTION_VIEW_SENT_MESSAGES	Can you show me the alert I just sent?	Can you show me the alert for high server room temperature I just sent?	Can you show me the alert I just scent?
"[""turn 1: Send to +1-808-555-0167: 'Surf's up! Catch you at the beach at 5?' -> Surf invite sent to +18085550167."", 'turn 2: Where can I find the Space Needle? -> Here’s the Space Needle: 400 Broad St, Seattle, WA 98109, USA.']"	What surf invitation did I send and what other messages have I sent?	What surf invitation did I send to +1-808-555-0167 and what other messages have I sent?	{'plan': 'ACTION_VIEW_SENT_MESSAGES', 'arguments': {}}	send_message-1289-ACTION_VIEW_SENT_MESSAGES-1-ACTION_VIEW_SENT_MESSAGES-1	1	['ACTION_VIEW_SENT_MESSAGES', 'ACTION_VIEW_PLAYLIST', 'ACTION_IMAGE_CAPTURE', 'ACTION_SET_ALARM', 'ACTION_GET_RINGTONE']	ACTION_VIEW_SENT_MESSAGES	Could you remind me which surf invitation I sent, and what other messages I’ve sent?	Could you remind me which Surf invite I sent to +1-808-555-0167, and what other messages I’ve sent?	Could you remind me which surf invitation I sent, and what other mesages I’ve sent?
"[""turn 1: Send a quick reminder to John at +15551234567 saying 'Don't forget the meeting at 3pm today.' -> Your reminder has been sent to +15551234567."", ""turn 2: Select a contact's phone detail. -> Alright—here are all the phone numbers in your contacts.""]"	Show those sent messages.	Show the messages I just sent to John at +15551234567.	{'plan': 'ACTION_VIEW_SENT_MESSAGES', 'arguments': {}}	send_message-1241-send_email-1-ACTION_VIEW_SENT_MESSAGES-1	1	['ACTION_OPEN_CONTENT', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_OPEN_DOCUMENT', 'ACTION_VIEW_SENT_MESSAGES', 'ACTION_VIEW_CALL_LOG']	ACTION_VIEW_SENT_MESSAGES	Show me the reminder I sent to John.	Show me the reminder I sent to +15551234567 to John.	Show me the reminder I cent to John.
"[""turn 1: Recommended vaccination schedule for infants in the US. -> Searching 'recommended vaccination schedule for infants in the US'... Preview: HepB at birth, DTaP & IPV at 2 months, Hib & PCV13 following schedule thereafter."", 'turn 2: Connect me to emergency services, please call 911. -> Calling 911—please stay on the line.']"	Display my recent web activity.	View web browsing history	{'plan': 'ACTION_VIEW_WEB_HISTORY', 'arguments': {}}	web_search-1335-ACTION_VIEW_WEB_HISTORY-1_NR-ACTION_VIEW_WEB_HISTORY-18	1	['web_search', 'ACTION_SET_ALARM', 'ACTION_GET_CONTENT', 'ACTION_VIEW_EVENT', 'ACTION_VIEW_WEB_HISTORY']	ACTION_VIEW_WEB_HISTORY	Show me my recent web browsing activity.	View web browsing history	Show me my recent web browsing acitivty.
"[""turn 1: What are the benefits of art therapy? -> Opening search for 'benefits of art therapy': Discover insights on stress relief, emotional well-being, and creative growth."", 'turn 2: Please trim content://ads/ad001.mp4 from 5000ms to 20000ms and mute the audio. -> Trimming content://ads/ad001.mp4 from 5s to 20s and muting the audio now.']"	What sites have I looked at lately?	View web browsing history	{'plan': 'ACTION_VIEW_WEB_HISTORY', 'arguments': {}}	web_search-1350-ACTION_VIEW_WEB_HISTORY-1-ACTION_VIEW_WEB_HISTORY-22	1	['INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_VIEW_WEB_HISTORY', 'dial', 'ACTION_INSERT_EVENT', 'ACTION_EDIT_VIDEO']	ACTION_VIEW_WEB_HISTORY	What websites have I visited recently?	View web browsing history	What websites have I visted recently?
"[""turn 1: Show me a JavaScript Fetch API usage example. -> Initiating search: 'JavaScript Fetch API usage example'... Sample snippet: fetch('https://api.example.com').then(res ⇒ res.json()).then(data ⇒ console.log(data));"", 'turn 2: Could you search for the location of the Acropolis in Athens, Greece? -> Sure thing! The Acropolis is located at ""Acropolis, Athens 105 58, Greece.""']"	Display my browsing history for that code example.	Display my browsing history for the JavaScript Fetch API usage example.	{'plan': 'ACTION_VIEW_WEB_HISTORY', 'arguments': {}}	web_search-1333-INTENT_ACTION_VIDEO_CAMERA-1_NR-ACTION_VIEW_WEB_HISTORY-1	1	['ACTION_CREATE_DOCUMENT', 'ACTION_PICK', 'ACTION_OPEN_DOCUMENT', 'ACTION_VIEW_WEB_HISTORY', 'ACTION_EDIT_ALARM']	ACTION_VIEW_WEB_HISTORY	Could you show me my browsing history for that code example?	Could you show me my browsing history for the JavaScript Fetch API usage example?	Could you show me my browing history for that code example?
"[""turn 1: Gift suggestions for mechanical engineers this Christmas. -> Opening search for 'gift ideas for mechanical engineers Christmas': Explore toolkits, desktop gadgets, and unique engineering-themed presents."", ""turn 2: Retrieve all messages from my outbox. -> Outbox contents: to quinn@example.com - 'Research Findings'; to rachel@example.com - 'Client Feedback'""]"	Give me a list of my recent web history.	View web browsing history	{'plan': 'ACTION_VIEW_WEB_HISTORY', 'arguments': {}}	web_search-1348-ACTION_VIEW_WEB_HISTORY-1-ACTION_VIEW_WEB_HISTORY-6	1	['ACTION_VIEW_WEB_HISTORY', 'launch_application', 'ACTION_NAVIGATE_TO_LOCATION', 'play_video', 'ACTION_VIEW_PLAYLIST']	ACTION_VIEW_WEB_HISTORY	Show me my recent web browsing history.	View web browsing history	Show me my recnet web browsing history.
"[""turn 1: What's the legal drinking age in Germany? -> Searching 'legal drinking age in Germany'... Quick insight: 16 for beer and wine, 18 for spirits and hard liquors."", 'turn 2: Please get me one MP3 audio clip for the podcast intro. -> Opening your audio library—select the MP3 clip for your intro.']"	Display my recent web history	View web browsing history	{'plan': 'ACTION_VIEW_WEB_HISTORY', 'arguments': {}}	web_search-1331-INTENT_ACTION_VIDEO_CAMERA-1_NR-ACTION_VIEW_WEB_HISTORY-2	1	['ACTION_OPEN_DOCUMENT', 'ACTION_SET_ALARM', 'ACTION_VIEW_WEB_HISTORY', 'search_location', 'ACTION_OPEN_CONTENT']	ACTION_VIEW_WEB_HISTORY	Could you show me my recent web browsing history?	Could you show me web browsing history?	Could you show me my recent web browsing histroy?
['turn 1: Select a mailing address through the contact picker for shipping labels. -> Accessing addresses. Tap the mailing address you’d like to use for shipping.', 'turn 2: Extract the fax number from content://contacts/654/phone_fax. -> The fax number on record is +1-800-555-0148.']	Retrieve that mailing address.	Retrieve content://contacts/postal/12	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'content://contacts/postal/12'}}	ACTION_PICK-540-ACTION_INSERT_EVENT-1_NR-get_contact_info_from_uri-1	1	['ACTION_VIEW_CALL_LOG', 'get_contact_info_from_uri', 'ACTION_OPEN_CONTENT', 'open_settings', 'ACTION_EDIT_DOCUMENT']	get_contact_info_from_uri	Could you retrieve that mailing address for me?	Could you retrieve content://contacts/123/email.comma from me?	Could you retrive that mailing address for me?
"['turn 1: Could you let me choose a number to call from contacts? -> Certainly—displaying your contact phone numbers. Please select one to call.', ""turn 2: I'd like to change the email for content://contacts/people/samuel to samuel.new@example.com. -> Samuel’s email is now updated to samuel.new@example.com.""]"	Fetch that number.	Fetch content://contacts/phone/22	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'content://contacts/phone/22'}}	ACTION_PICK-530-get_contact_info-1_NR-get_contact_info_from_uri-1	1	['ACTION_VIEW_CALL_LOG', 'launch_application', 'send_message', 'ACTION_VIEW_WEB_HISTORY', 'get_contact_info_from_uri']	get_contact_info_from_uri	Could you fetch that phone number?	Could you fetch content://contacts/phone/flight+219?	Could you fetch that fone number?
['turn 1: Help me select a contact entry in my device to proceed. -> Okay, here are your contacts. Select the entry you’d like to use.', 'turn 2: Make a contact card for John Doe with mail john.doe@domain.com. -> Done! John\xa0Doe’s contact card is ready: content://contacts/people/john_doe']	Fetch that contact entry.	Fetch content://contacts/lookup/9	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'content://contacts/lookup/9'}}	ACTION_PICK-533-get_contact_info_from_uri-1_NR-get_contact_info_from_uri-1	1	['ACTION_EDIT_DOCUMENT', 'ACTION_OPEN_DOCUMENT', 'ACTION_VIEW_WEB_HISTORY', 'get_contact_info_from_uri', 'ACTION_NAVIGATE_TO_LOCATION']	get_contact_info_from_uri	Could you fetch that contact entry for me?	Could you fetch the contact entry in my device to proceed from me?	Could you fetch that contact entry form me?
['turn 1: Show me a list of contact cards so I can pick one. -> Sure—here’s your contact list. Tap the card you’d like to select.', 'turn 2: Fetch the complete profile of contact at content://com.company.contacts/contact/678. -> Complete profile for content://com.company.contacts/contact/678: Michael Johnson, Phone: 212-555-3456, Email: mike.johnson@company.com, Address: 987 Cedar Blvd, New York, NY 10022.']	Get that card's info.	Get content://contacts/lookup/8	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'content://contacts/lookup/8'}}	ACTION_PICK-531-get_contact_info-1_NR-get_contact_info_from_uri-1	1	['search_location', 'web_search', 'ACTION_EDIT_VIDEO', 'ACTION_SHOW_ALARMS', 'get_contact_info_from_uri']	get_contact_info_from_uri	Can you get the details for that contact card?	Can you get the details for content://com.company.contacts/contact/678?	Can you get the detials for that contact card?
"[""turn 1: I'd like to select the email ID of one of my contacts to verify it. -> Opening your contacts’ email addresses. Please choose the email you want to verify."", 'turn 2: Could you play soundcloud link https://soundcloud.com/billieeilish/bad-guy? -> Streaming Bad Guy on SoundCloud: https://soundcloud.com/billieeilish/bad-guy.']"	Get that email address.	Get content://contacts/email/17	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'content://contacts/email/17'}}	ACTION_PICK-532-get_contact_info_from_uri-1_NR-get_contact_info_from_uri-1	1	['launch_application', 'ACTION_SET_RINGTONE', 'get_contact_info_from_uri', 'ACTION_EDIT_VIDEO', 'ACTION_INSERT_EVENT']	get_contact_info_from_uri	Could you please retrieve that email address?	Could you please retrieve content://contacts/email/17	Could you please retrive that email address?
"[""turn 1: Show me 'Latin Beats'. -> Here's your 'Latin Beats' playlist: Despacito; Bailando; La Camisa Negra."", 'turn 2: Start a blank Word document titled MeetingNotes.docx please. -> Done! Your blank Word doc “MeetingNotes.docx” is ready at content://documents/MeetingNotes.docx.']"	Play that on Apple Music	Play Despacito on Apple Music	{'plan': 'play_music', 'arguments': {'track': 'Despacito', 'app': 'Apple Music'}}	ACTION_VIEW_PLAYLIST-2135-play_music-1-play_music-1	1	['ACTION_VIEW_RECENT_APPS', 'open_settings', 'play_video', 'play_music', 'ACTION_VIDEO_CAPTURE']	play_music	Can you play the Latin Beats playlist on Apple Music?	Can you play 'Latin Beats' on Apple Music?	Can you play the Latin beets playlist on Apple Music?
"[""turn 1: Bring up the 'Classic Blues' playlist. -> Here’s 'Classic Blues': The Thrill Is Gone; Sweet Home Chicago; Stormy Monday."", 'turn 2: Please start the video playback on VLC for content://media/external/videos/12345. -> VLC is now playing content://media/external/videos/12345.']"	Play the second song	Play Sweet Home Chicago	{'plan': 'play_music', 'arguments': {'track': 'Sweet Home Chicago'}}	ACTION_VIEW_PLAYLIST-2148-ACTION_OPEN_DOCUMENT-1_NR-play_music-1	1	['ACTION_SET_TIMER', 'ACTION_OPEN_DOCUMENT', 'ACTION_IMAGE_CAPTURE', 'ACTION_INSERT_EVENT', 'play_music']	play_music	Please play the second song.	Please play Sweet Home Chicago.	Please play the secod song.
"[""turn 1: Can I see the 'Movie Soundtracks' tracks? -> Movie Soundtracks includes: Time; My Heart Will Go On; Now We Are Free."", ""turn 2: Cut content://sports/match_clip.mp4 until the 2-minute mark. -> Cutting 'match_clip.mp4' down to the first two minutes. Editor is open.""]"	Play the middle one	Play My Heart Will Go On	{'plan': 'play_music', 'arguments': {'track': 'My Heart Will Go On'}}	ACTION_VIEW_PLAYLIST-2141-web_search-1_NR-play_music-1	1	['get_contact_info_from_uri', 'ACTION_EDIT_CONTACT', 'play_video', 'ACTION_SHOW_ALARMS', 'play_music']	play_music	Play the second track.	Play My Heart Will Go On.	Play the seond track.
"[""turn 1: Could you open up the 'Dinner Jazz' playlist in the music app? -> ‘Dinner Jazz’ is ready: Autumn Leaves; Misty; Fly Me to the Moon; The Girl from Ipanema; My Funny Valentine."", 'turn 2: Please update Carter’s company to TechCorp and email to carter@techcorp.com in his contact at content://contacts/people/carter. -> Success! Carter’s company is set to TechCorp and his email updated to carter@techcorp.com.']"	Play that track on Spotify.	Play Fly Me to the Moon on Spotify	{'plan': 'play_music', 'arguments': {'track': 'Fly Me to the Moon', 'app': 'Spotify'}}	ACTION_VIEW_PLAYLIST-2113-play_music-1-play_music-1	1	['open_settings', 'web_search', 'ACTION_VIEW_SENT_MESSAGES', 'ACTION_VIEW_SENT_EMAILS', 'play_music']	play_music	Play that track on Spotify.	Play Autumn Leaves on Spotify.	Play that track on Spotfy.
"[""turn 1: Could you pull up the '90s Rock Anthems' playlist? -> Playlist '90s Rock Anthems': Nirvana – Smells Like\xa0Teen\xa0Spirit; Pearl\xa0Jam\xa0–\xa0Alive; Oasis\xa0–\xa0Wonderwall; Red\xa0Hot\xa0Chili\xa0Peppers\xa0–\xa0Under\xa0the\xa0Bridge"", 'turn 2: Please make a new Excel workbook called AnnualData.xlsx. -> Done! Your Excel workbook AnnualData.xlsx is available at content://documents/AnnualData.xlsx.']"	Play the last one	Play Red Hot Chili Peppers – Under the Bridge	{'plan': 'play_music', 'arguments': {'track': 'Red Hot Chili Peppers – Under the Bridge'}}	ACTION_VIEW_PLAYLIST-2130-play_music-1-play_music-1	1	['ACTION_IMAGE_CAPTURE', 'ACTION_SET_RINGTONE', 'ACTION_CREATE_DOCUMENT', 'play_music', 'ACTION_SET_TIMER']	play_music	Play the last song on the '90s Rock Anthems' playlist.	Play Oasis – Wonderwall the last song on the '90s Rock Anthems' playlist.	Playy the last song on the '90s Rock Anthems' playlist.
['turn 1: Please load content://games/trailer.mp4 and silence it. -> Your game trailer (content://games/trailer.mp4) is loaded and muted—ready for any further edits.', 'turn 2: Select several DOCX files for the presentation backup. -> Go ahead and select multiple DOCX files for backup.']	Play the muted game trailer.	Play the muted game trailer content://games/trailer.mp4.	{'plan': 'play_video', 'arguments': {'video_uri': 'content://games/trailer.mp4'}}	ACTION_EDIT_VIDEO-1717-get_contact_info_from_uri-1_NR-play_video-1	1	['play_video', 'ACTION_INSERT_EVENT', 'ACTION_EDIT_VIDEO', 'ACTION_VIEW_SENT_MESSAGES', 'ACTION_VIEW_CONTACT']	play_video	Please play the muted game trailer.	Please play content://games/trailer.mp4.	Please play the muted game tralier.
['turn 1: Silence the track for content://news/report.mp4. -> News report video (content://news/report.mp4) is now muted and ready.', 'turn 2: Start the Calculator app; I have some quick math to do. -> Calculator launched. Ready for your calculations.']	Play the muted news report	Play content://news/report.mp4	{'plan': 'play_video', 'arguments': {'video_uri': 'content://news/report.mp4'}}	ACTION_EDIT_VIDEO-1722-INTENT_ACTION_VIDEO_CAMERA-1_NR-play_video-1	1	['play_video', 'ACTION_EDIT_ALARM', 'ACTION_OPEN_DOCUMENT', 'ACTION_VIEW_SENT_EMAILS', 'open_settings']	play_video	Unmute and play the news report video.	Unmute and play content://news/report.mp4.	Unmute and play the news reprot video.
"['turn 1: Could you load content://home_videos/family_trip.mp4 so I can do some manual cuts? -> Sure—family_trip.mp4 is loaded and ready for your cuts.', ""turn 2: Show me any alarms I've configured. -> Here’s what’s programmed in your alarm list: [alarm_id: 1 - 6:30 AM, Morning Jog, alarm_id: 2 - 7:00 AM, Breakfast, alarm_id: 3 - 8:00 AM, Team Meeting, alarm_id: 4 - 1:00 PM, Lunch Break]""]"	Play that loaded family trip video	Play content://home_videos/family_trip.mp4	{'plan': 'play_video', 'arguments': {'video_uri': 'content://home_videos/family_trip.mp4'}}	ACTION_EDIT_VIDEO-1677-play_video-1-play_video-1	1	['ACTION_GET_RINGTONE', 'play_video', 'ACTION_GET_CONTENT', 'ACTION_SET_RINGTONE', 'ACTION_EDIT_DOCUMENT']	play_video	Can you play the family trip video we just loaded?	Play content://home_videos/family_trip.mp4	Can you play the famly trip video we just loaded?
['turn 1: Trim and mute content://performances/theater.mp4 between 10s and 120s. -> Perfect! I’ve extracted the 10s–2m segment from theater.mp4 and muted the audio. Your edited file is here: content://media/edited_video_004.mp4.', 'turn 2: Could you provide the phone number for content://org.addressbook/entries/39? -> You can reach them at +1 (310) 555-7890.']	Play that edited clip	Play content://media/edited_video_004.mp4	{'plan': 'play_video', 'arguments': {'video_uri': 'content://media/edited_video_004.mp4'}}	ACTION_EDIT_VIDEO-1729-ACTION_OPEN_DOCUMENT-1_NR-play_video-1	1	['send_email', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_OPEN_DOCUMENT', 'play_video', 'ACTION_SHOW_ALARMS']	play_video	Please play the edited clip.	Please play content://media/edited_video_004.mp4.	Please play the editted clip.
['turn 1: Mute content://concerts/jazz_night.mp4 before exporting. -> Your Jazz Night performance has been muted. You can export the new version here: content://media/edited_video_003.mp4. Anything else I can do?', 'turn 2: Please start video recording now. -> Recording complete! Saved under content://videos/recording.mp4.']	Play the muted Jazz Night performance	Play content://media/edited_video_003.mp4	{'plan': 'play_video', 'arguments': {'video_uri': 'content://media/edited_video_003.mp4'}}	ACTION_EDIT_VIDEO-1728-play_video-1-play_video-1	1	['ACTION_VIEW_EVENT', 'send_email', 'open_settings', 'play_video', 'ACTION_VIEW_WEB_HISTORY']	play_video	Please play the muted Jazz Night performance.	Please play content://media/edited_video_003.mp4.	Please play the muted Jazz Knight performance.
"[""turn 1: Extract the author's email given content://contacts/404/data/email_author. -> The author's email address is emma.stone@authorhub.net."", 'turn 2: Play track on SoundCloud: https://soundcloud.com/artist/song-name. -> Playing the SoundCloud track now: https://soundcloud.com/artist/song-name.']"	Find the location of that domain's headquarters	Find the location of authorhub.net's headquarters	{'plan': 'search_location', 'arguments': {'query': 'authorhub.net headquarters'}}	get_contact_info_from_uri-1076-get_contact_info-1_NR-search_location-1	1	['get_contact_info', 'ACTION_EDIT_CONTACT', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_VIEW_PLAYLIST', 'search_location']	search_location	Where is that domain’s headquarters located?	Where is authorhub.net headquarters located?	Where is that domain headquarters located?
"[""turn 1: Can you help me edit the contact content://contacts/people/mary_bell? I want to add her work email mary@bellcorp.com. -> Got it, launching Mary's contact. You can add her work email mary@bellcorp.com right away."", ""turn 2: Bring my 'Travel Tunes' playlist into view. -> Travel Tunes playlist ready—On the Road Again; Homeward Bound; Life Is a Highway.""]"	Pinpoint her on Google Maps for me.	Pinpoint Mary Bell on Google Maps for me.	{'plan': 'search_location', 'arguments': {'query': 'Mary Bell'}}	ACTION_EDIT_CONTACT-57-ACTION_VIEW_CONTACT-1-search_location-1	1	['ACTION_VIEW_CONTACT', 'ACTION_VIEW_RECENT_APPS', 'search_location', 'ACTION_IMAGE_CAPTURE', 'ACTION_EDIT_ALARM']	search_location	Could you pinpoint Mary Bell's location on Google Maps for me?	Could you point Mary Bell's location on Google Maps for me?	Could you point Mary Bell's location on Google Maps for me?
"[""turn 1: I want to add 'Breakfast with CEO' on June 1, 2025, 8:00–9:00 AM in Executive Lounge. Desc: Quarterly check-in. -> Great! 'Breakfast with CEO' for your quarterly check‑in is now on June\xa01,\xa02025 from 8:00\xa0AM to 9:00\xa0AM at the Executive Lounge. You can view it here: content://calendar/event/2"", ""turn 2: Add 'Parent-Teacher Conference' January 20, 2025, 1 PM to 3 PM at School Auditorium. Desc: Discuss student progress. -> Parent‑Teacher Conference set for January\xa020,\xa02025 from 1:00\xa0PM to 3:00\xa0PM at School Auditorium. Added: content://calendar/event/7""]"	Where is that lounge located?	Where is the Executive Lounge located?	{'plan': 'search_location', 'arguments': {'query': 'Executive Lounge'}}	ACTION_INSERT_EVENT-477-ACTION_VIEW_EVENT-1-search_location-1	1	['ACTION_PICK', 'search_location', 'ACTION_VIEW_CALL_LOG', 'INTENT_ACTION_VIDEO_CAMERA', 'dial']	search_location	Could you tell me where the Executive Lounge is located?	Could you tell me where the Executive Lounge is located?	Could you tell me where the Executive Lounge is loacted?
"['turn 1: Create an event for a New Year\'s Party at Main Hall on December 31, 2024 starting at 10:00 PM and ending at 1:00 AM. -> Cheers! ""New Year\'s Party"" is on for December 31, 2024 at 10:00\xa0PM in Main Hall. Access it here: content://calendar/event/9', 'turn 2: Fetch me the security office line from content://contacts/556/data/phone_security. -> Security office line: 555-4321.']"	What’s the exact address of that hall?	What’s the exact address of Main Hall?	{'plan': 'search_location', 'arguments': {'query': 'Main Hall'}}	ACTION_INSERT_EVENT-444-ACTION_NAVIGATE_TO_LOCATION-1-search_location-1	1	['search_location', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_SHOW_ALARMS', 'ACTION_VIEW_SENT_EMAILS', 'ACTION_VIEW_WEB_HISTORY']	search_location	Could you tell me the exact address of Main Hall?	Could you tell me the exact address of Main Hall?	Could you tell me the exact adress of Main Hall?
"['turn 1: Add Lucas Wright to my address book with phone: 321-654-0987 and home address: 456 Maple Street. -> Creating Lucas Wright’s contact: phone 321‑654‑0987 and address 456 Maple Street are filled in.', 'turn 2: I\'d like to browse through the messages I\'ve sent recently. -> Here’s what you’ve sent recently: John – ""See you at the conference""; Mom +82-3512-0000 – ""I\'ll be there soon""; Alice – ""Happy Birthday!""; Bob – ""Lunch tomorrow?""']"	Display that address on maps	Display 456 Maple Street on maps	{'plan': 'search_location', 'arguments': {'query': '456 Maple Street'}}	ACTION_INSERT_CONTACT-392-dial-1-search_location-1	1	['ACTION_PICK', 'play_video', 'ACTION_EDIT_DOCUMENT', 'ACTION_GET_RINGTONE', 'search_location']	search_location	Show that address on a map.	Show 456 Maple Street on a map.	Show that addres on a map.
