conversation_history	query	rewrited_query	candidates	generation	gt	plan	arguments	all	file
"['turn 1: Show the contact record at content://contacts/people/1025. -> Here’s what’s on file: Sophia Wilson, Phone: (555) 890-1234, Email: [sophia.wilson@example.com]. Record URI: content://contacts/people/1025.', 'turn 2: Send the meeting minutes and chart ([https://docs.com/minutes.pdf](https://docs.com/minutes.pdf), [https://docs.com/chart.png](https://docs.com/chart.png)) to John at +91-22-2345-6789. -> Files sent to +912223456789.', 'turn 3: Create an event ""Podcast Recording"" on April 22, 2025 from 9:00 AM to 11:00 AM with description ""Episode 10 interview with guest"". -> Event ""Podcast Recording"" (Episode 10 interview with guest) added on April 22, 2025, 9:00 AM–11:00 AM. View at content://calendar/event/7.']"	Actually, could you update her email to [sophia.wilson@newdomain.com]?	Update the email for content://contacts/people/1025 to [sophia.wilson@newdomain.com].	['ACTION_EDIT_CONTACT', 'search_location', 'open_settings', 'send_email', 'INTENT_ACTION_VIDEO_CAMERA']	{'plan': 'ACTION_EDIT_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/1025', 'contact_info': {'email': '[sophia.wilson@newdomain.com]'}}}	{'plan': 'ACTION_EDIT_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/1025', 'contact_info': {'email': 'sophia.wilson@newdomain.com'}}}	pass	fail	fail	turn4.tsv
"['turn 1: Start recording a video and save it to content://timelapse/tl_video.mp4. -> Got it! Recording has started and will be saved to content://timelapse/tl_video.mp4.', 'turn 2: Search the internet for funny Monday memes. -> Searching for ""funny Monday memes"": Here are some to brighten your Monday blues.', 'turn 3: Retrieve all contact information for content://com.example.contacts/555. -> Michael Johnson; Phone: 415-555-2678; Email: [m.johnson@example.com]; Address: 101 Pine Street, San Francisco, CA 94104.']"	Please trim the video to the segment from 10 to 20 seconds.	Trim content://timelapse/tl_video.mp4 from 10000ms to 20000ms.	['ACTION_VIEW_PLAYLIST', 'ACTION_EDIT_VIDEO', 'ACTION_SET_ALARM', 'ACTION_VIEW_CALL_LOG', 'play_video']	{'plan': 'ACTION_EDIT_VIDEO', 'arguments': {'video_uri': 'content://timelapse/tl_video.mp4', 'edit_options': {'start_time': 10000, 'end_time': 20000}}}	{'plan': 'ACTION_EDIT_VIDEO', 'arguments': {'video_uri': 'content://timelapse/tl_video.mp4', 'edit_options': {'start_time': 10000, 'end_time': 20000}}}	pass	pass	pass	turn4.tsv
"['turn 1: Play the RTSP stream rtsp\://example.com/segment.sdp in MX Player. -> Now playing rtsp\://example.com/segment.sdp in MX Player.', 'turn 2: Create a vCard named contacts.vcf. -> vCard ""contacts.vcf"" created. Please choose a save location.', 'turn 3: Update Alan Turing’s address to 42 Computing Way at content://contacts/people/alan_turing. -> Alan Turing’s address has been updated to 42 Computing Way.']"	Actually, could you trim that stream segment from 5 to 15 seconds?	Trim rtsp\://example.com/segment.sdp from 5000ms to 15000ms.	['get_contact_info_from_uri', 'ACTION_VIEW_SENT_EMAILS', 'ACTION_SET_ALARM', 'ACTION_SET_RINGTONE', 'ACTION_EDIT_VIDEO']	{'plan': 'ACTION_EDIT_VIDEO', 'arguments': {'video_uri': 'rtsp://example.com/segment.sdp', 'edit_options': {'start_time': 5000, 'end_time': 15000}}}	{'plan': 'ACTION_EDIT_VIDEO', 'arguments': {'video_uri': 'rtsp://example.com/segment.sdp', 'edit_options': {'start_time': 5000, 'end_time': 15000}}}	pass	pass	pass	turn4.tsv
['turn 1: Start recording a video. -> Recording complete! Your video is saved to content://device/videos/video123.avi.', 'turn 2: Let me choose a plain text log file. -> Sure—select a plain text log file.', 'turn 3: Record a video to content://output/videos/final.mp4. -> Done! The video has been saved to content://output/videos/final.mp4.']	Please trim previous avi video to only include the segment from 60 to 120 seconds.	Trim content://device/videos/video123.avi from 60000ms to 120000ms.	['ACTION_VIEW_RECENT_APPS', 'ACTION_GET_CONTENT', 'ACTION_SHOW_ALARMS', 'ACTION_EDIT_VIDEO', 'INTENT_ACTION_VIDEO_CAMERA']	{'plan': 'ACTION_EDIT_VIDEO', 'arguments': {'video_uri': 'content://device/videos/video123.avi', 'edit_options': {'start_time': 60000, 'end_time': 720000}}}	{'plan': 'ACTION_EDIT_VIDEO', 'arguments': {'video_uri': 'content://device/videos/video123.avi', 'edit_options': {'start_time': 60000, 'end_time': 120000}}}	pass	fail	fail	turn4.tsv
"['turn 1: Dial 911 for emergency services. -> Calling 911—please stay on the line.', 'turn 2: Show me my sent messages. -> Here’s a snapshot of your sent messages: Mom – ""I’ll swing by in 5."", Alex – ""Happy Birthday again!"", Office – ""Invoice approved.""', 'turn 3: Enable video recording mode. -> Video recording interface is now active.']"	Actually, could you save this number as an emergency contact?	Save 911 as an emergency contact.	['send_email', 'ACTION_VIEW_SENT_MESSAGES', 'ACTION_INSERT_CONTACT', 'search_location', 'ACTION_VIEW_CALL_LOG']	{'plan': 'ACTION_INSERT_CONTACT', 'arguments': {'contact_info': {'name': '911', 'phone': 'emergency'}}}	{'plan': 'ACTION_INSERT_CONTACT', 'arguments': {'contact_info': {'name': 'Emergency Contact', 'phone': '911'}}}	pass	fail	fail	turn4.tsv
['turn 1: Call the HR hotline at +91-22-2778-5555. -> Connecting to +91-22-2778-5555...', 'turn 2: Play the clip at [http://videos.net/clip.avi](http://videos.net/clip.avi) using SMPlayer. -> Playing [http://videos.net/clip.avi](http://videos.net/clip.avi) in SMPlayer.', 'turn 3: Play the tutorial video from ftp\://ftp.example.com/pub/videos/tutorial.mp4. -> Playing ftp\://ftp.example.com/pub/videos/tutorial.mp4 in the default player.']	"Actually, could you save this number as ""HR Hotline""?"	"Save +91-22-2778-5555 as ""HR Hotline""."	['ACTION_INSERT_EVENT', 'play_music', 'launch_application', 'ACTION_INSERT_CONTACT', 'ACTION_VIEW_CALL_LOG']	{'plan': 'ACTION_INSERT_CONTACT', 'arguments': {'contact_info': {'name': 'HR Hotline', 'phone': '+91-22-2778-5555'}}}	{'plan': 'ACTION_INSERT_CONTACT', 'arguments': {'contact_info': {'phone': '+91-22-2778-5555', 'name': 'HR Hotline'}}}	pass	pass	pass	turn4.tsv
"['turn 1: Call tech support at 1800-123-000. -> Calling tech support at 1800-123-000 now.', 'turn 2: Show me Times Square on the map. -> Times Square is located at Broadway and 7th Avenue, New York, NY 10036, USA.', 'turn 3: Schedule an event ""Dentist Check-Up"" on August 1, 2024, at 11:00 AM at Smile Dental Clinic with description ""Routine cleaning"". -> Event ""Dentist Check-Up"" (Routine cleaning) added on August 1, 2024, 11:00 AM at Smile Dental Clinic. View at content://calendar/event/4.']"	"Actually, could you save this number as ""Tech Support""?"	"Save 1800-123-000 as ""Tech Support""."	['open_settings', 'ACTION_VIEW_WEB_HISTORY', 'search_location', 'ACTION_INSERT_CONTACT', 'INTENT_ACTION_STILL_IMAGE_CAMERA']	{'plan': 'ACTION_INSERT_CONTACT', 'arguments': {'contact_info': {'name': 'Tech Support', 'phone': '1800-123-000'}}}	{'plan': 'ACTION_INSERT_CONTACT', 'arguments': {'contact_info': {'name': 'Tech Support', 'phone': '1800-123-000'}}}	pass	pass	pass	turn4.tsv
"['turn 1: Please schedule a ""Team Offsite"" on September 27, 2024 from 8:00 AM to 5:00 PM at Mountain Resort with description ""Team-building activities"". -> Your ""Team Offsite"" is scheduled for September 27, 2024 from 8:00 AM to 5:00 PM at Mountain Resort (Team-building activities). Event saved: content://calendar/event/8', 'turn 2: Show me my recent browsing data. -> Here’s your web history: Pinterest (board ""Home Decor Ideas""), Etsy (shop ""Handmade Pottery""), Houzz (gallery ""Kitchen Remodel""), Zillow (listing ""2-bedroom condo""), Wayfair (product ""LED lamp"")', 'turn 3: Reach out to Jane at 555 678 910. -> Calling Jane at 555 678 910 now\...']"	Please start navigation to that resort.	Navigate to Mountain Resort.	['web_search', 'get_contact_info', 'ACTION_NAVIGATE_TO_LOCATION', 'dial', 'ACTION_CREATE_DOCUMENT']	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': 'Mountain Resort'}}	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': 'Mountain Resort'}}	pass	pass	pass	turn4.tsv
['turn 1: Update Natalie Reed’s contact (content://contacts/people/natalie_r) with phone number 555-0001 and address 123 Oak Lane. -> Natalie Reed’s contact updated: phone 555-0001, address 123 Oak Lane.', 'turn 2: Activate video recording mode. -> Video recording mode is now active.', 'turn 3: Show contact information for content://contacts/people/1033. -> Displaying details for content://contacts/people/1033.']	Actually, could you get directions to that address?	Get directions to 123 Oak Lane.	['ACTION_VIEW_SENT_MESSAGES', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_SET_TIMER', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_EDIT_DOCUMENT']	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': '123 Oak Lane'}}	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': '123 Oak Lane'}}	pass	pass	pass	turn4.tsv
"['turn 1: Schedule an ""Anniversary Dinner"" on December 1, 2024 from 7:30 PM to 10:00 PM at The Olive Branch with description ""Celebrate with spouse"". -> ""Anniversary Dinner"" is scheduled for December 1, 2024, 7:30 PM–10:00 PM at The Olive Branch. Event saved: content://calendar/event/1010', 'turn 2: Open the ringtone picker so I can choose a sound. -> Opening the ringtone picker for you to select a ringtone.', 'turn 3: Where is the Sydney Opera House located? -> The Sydney Opera House is at Bennelong Point, Sydney NSW 2000, Australia. Displaying it now.']"	Actually, could you plot a route to Anniversary event?	Plot a route to The Olive Branch.	['ACTION_EDIT_VIDEO', 'ACTION_SET_ALARM', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_SET_TIMER', 'ACTION_VIEW_SENT_MESSAGES']	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': 'content://calendar/event/1010'}}	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': 'The Olive Branch'}}	pass	fail	fail	turn4.tsv
"['turn 1: Select an image from my gallery. -> Here’s the image you picked: content://temp/DCIM/Camera/IMG_20230815_123456.jpg', 'turn 2: Open my contacts so I can choose a number for my new dialer. -> Opening contacts—please select a number.', 'turn 3: Schedule a ""Code Review Session"" on May 2, 2024 from 4:00 PM to 5:30 PM at Dev Lab with description ""Review pull requests"". -> ""Code Review Session"" scheduled for May 2, 2024, 4:00 PM–5:30 PM at Dev Lab (Review pull requests). Event saved: content://calendar/event/3']"	Please display the selected image file.	Display content://temp/DCIM/Camera/IMG_20230815_123456.jpg.	['ACTION_VIDEO_CAPTURE', 'ACTION_INSERT_EVENT', 'ACTION_OPEN_CONTENT', 'ACTION_EDIT_CONTACT', 'ACTION_PICK']	{'plan': 'ACTION_OPEN_CONTENT', 'arguments': {'uri': 'content://temp/DCIM/Camera/IMG_20230815_123456.jpg'}}	{'plan': 'ACTION_OPEN_CONTENT', 'arguments': {'uri': 'content://temp/DCIM/Camera/IMG_20230815_123456.jpg', 'mime_type': 'image/jpeg'}}	pass	fail	fail	turn4.tsv
"['turn 1: Create a BMP image named ""canvas.bmp"". -> Your BMP image ""canvas.bmp"" has been saved. You can access it at content://documents/canvas.bmp.', 'turn 2: Schedule a lunch meetup ""Catch-Up with Sarah"" on June 30, 2024 from 12:00 PM to 1:00 PM at Central Café. -> ""Catch-Up with Sarah"" (Lunch meetup) scheduled for June 30, 2024, 12:00 PM–1:00 PM at Central Café. Event: content://calendar/event/6.', 'turn 3: Show my call history. -> Here are your recent calls: Paul +61-2-9876-5432 (incoming) today at 12:15 PM; Quinn +1-408-555-0177 (missed) yesterday at 11:30 AM; Rachel +1-202-555-0112 (outgoing) today at 4:45 PM.']"	Please open that image.	Open content://documents/canvas.bmp.	['ACTION_OPEN_DOCUMENT', 'send_email', 'send_message', 'ACTION_OPEN_CONTENT', 'INTENT_ACTION_STILL_IMAGE_CAMERA']	{'plan': 'ACTION_OPEN_CONTENT', 'arguments': {'uri': 'content://documents/canvas.bmp'}}	{'plan': 'ACTION_OPEN_CONTENT', 'arguments': {'uri': 'content://documents/canvas.bmp', 'mime_type': 'image/bmp'}}	pass	fail	fail	turn4.tsv
"['turn 1: Select several audio tracks for a new playlist. -> Got it! These tracks have been selected: content://music/track01.mp3, content://music/track02.mp3, content://music/track03.mp3.', 'turn 2: Show me my recently sent text messages. -> Here are your sent messages: Mom (+82-3512-0000): ""I'll be there soon""; Alice (+1-212-555-0198): ""Happy Birthday!""; Dave (+44-7700-900123): ""On my way now.""', 'turn 3: Choose a contact so I can view their details for the report. -> Here’s your contact list; tap one to view their details.']"	Please open the first audio track.	Open content://music/track01.mp3	['ACTION_EDIT_DOCUMENT', 'dial', 'ACTION_OPEN_CONTENT', 'ACTION_VIEW_EVENT', 'ACTION_GET_RINGTONE']	{'plan': 'ACTION_OPEN_CONTENT', 'arguments': {'uri': 'content://music/track01.mp3'}}	{'plan': 'ACTION_OPEN_CONTENT', 'arguments': {'uri': 'content://music/track01.mp3', 'mime_type': 'audio/mpeg'}}	pass	fail	fail	turn4.tsv
"['turn 1: Update the contact at content://contacts/people/maria_g with name Maria Gonzalez and phone number 654-3210. -> Contact updated: Maria Gonzalez’s name and phone number are now set to 654-3210 at content://contacts/people/maria_g.', 'turn 2: Add George Washington to my contacts with the note ""First President of USA"". -> George Washington added to contacts with note ""First President of USA"".', 'turn 3: Create a contact for Chris Evans with phone 909-080-7070, email [chrise@marvel.com], and address 100 Avengers Way. -> Chris Evans contact created: phone 909-080-7070, email [chrise@marvel.com], address 100 Avengers Way.']"	Actually, could you dial Maria?	Dial 654-3210.	['get_contact_info', 'search_location', 'launch_application', 'dial', 'ACTION_VIEW_SENT_EMAILS']	{'plan': 'dial', 'arguments': {'phone_number': '654-3210'}}	{'plan': 'dial', 'arguments': {'phone_number': '654-3210'}}	pass	pass	pass	turn4.tsv
"['turn 1: Update Nina Simone’s contact (content://contacts/people/nina) with company MusicStars, phone number 210-0123, and email [nina@music.com]. -> Nina Simone’s contact updated: Company MusicStars, Phone 210-0123, Email [nina@music.com]. Record URI: content://contacts/people/nina', 'turn 2: Show me my sent emails. -> Here are your sent emails: to [janet.doe@example.com] – ""Budget Review""; to [mike.ross@example.com] – ""Interview Confirmation"".', 'turn 3: What is the full address of the Louvre Museum? -> The Louvre Museum is located at Rue de Rivoli, 75001 Paris, France.']"	Actually, could you call Nina Simone at that number?	Call Nina Simone at 210-0123.	['ACTION_GET_RINGTONE', 'get_contact_info_from_uri', 'ACTION_VIEW_PLAYLIST', 'dial', 'ACTION_EDIT_CONTACT']	{'plan': 'dial', 'arguments': {'phone_number': '210-0123'}}	{'plan': 'dial', 'arguments': {'phone_number': '210-0123'}}	pass	pass	pass	turn4.tsv
['turn 1: Show me the contact summary for content://contacts/people/1618. -> Here’s the contact summary for ID 1618: Name: Robert Brown; Phone: 555-1618; Email: [rbrown1618@example.org]; Address: 1618 Elm St, Gotham, NY 10018.', 'turn 2: Open the airplane mode settings panel. -> Airplane mode settings panel is now open.', 'turn 3: Retrieve and display the archive at content://archives/data.zip. -> Archive displayed at content://archives/data.zip.']	Actually, could you call that number?	Call 555-1618.	['ACTION_INSERT_EVENT', 'dial', 'ACTION_SHOW_TIMERS', 'ACTION_EDIT_CONTACT', 'ACTION_SET_RINGTONE']	{'plan': 'dial', 'arguments': {'phone_number': '555-1618'}}	{'plan': 'dial', 'arguments': {'phone_number': '555-1618'}}	pass	pass	pass	turn4.tsv
"['turn 1: Select all Office documents (.doc, .docx, .xls, .xlsx, .ppt). -> Sure—please select all your Office documents: Word (.doc/.docx), Excel (.xls/.xlsx), and PowerPoint (.ppt).', 'turn 2: Open ""Instrumental Study"". -> Here are the tracks in ""Instrumental Study"": Moonlight Sonata; Canon in D; Gymnopédie No.1.', 'turn 3: Show me my sent emails. -> Here are your sent emails: to [steve@example.com] – ""New Hire Onboarding""; to [tina@example.com] – ""Marketing Plan""; to [uma@example.com] – ""Event Schedule"".']"	Actually, could you email those Office documents to [manager@example.com] with subject 'Monthly Reports' and body 'Please review the reports.'?	Email the selected Word, Excel, and PowerPoint files to [manager@example.com] with subject 'Monthly Reports' and body 'Please review the reports.'.	['ACTION_IMAGE_CAPTURE', 'ACTION_VIEW_PLAYLIST', 'ACTION_EDIT_CONTACT', 'ACTION_VIEW_SENT_EMAILS', 'send_email']	{'plan': 'send_email', 'arguments': {'to': 'manager@example.com', 'subject': 'Monthly Reports', 'body': 'Please review the reports.', 'attachments': ['all my Office documents']}}	{'plan': 'send_email', 'arguments': {'to': 'manager@example.com', 'subject': 'Monthly Reports', 'body': 'Please review the reports.'}}	pass	fail	fail	turn4.tsv
"['turn 1: Create an MP4 video file named ""intro_video.mp4"". -> Intro video ""intro_video.mp4"" has been created at content://videos/intro_video.mp4.', 'turn 2: Update the contact at content://contacts/people/aiden with address ""99 Sunset Blvd"" and email [aiden99@sunset.com]. -> Aiden’s contact has been updated: address 99 Sunset Blvd and email [aiden99@sunset.com] (URI: content://contacts/people/aiden).', 'turn 3: Select web assets (HTML, CSS, JavaScript files). -> Ready to select your HTML, CSS, and JS files.']"	"Please email that video file to [marketing@company.com] with the subject ""Intro Video"" and the body ""Here is the new intro video."""	"Send content://videos/intro_video.mp4 to [marketing@company.com] with subject ""Intro Video"" and body ""Here is the new intro video."""	['ACTION_NAVIGATE_TO_LOCATION', 'ACTION_VIEW_RECENT_APPS', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'send_email', 'open_settings']	{'plan': 'send_email', 'arguments': {'to': '[marketing@company.com]', 'subject': 'Intro Video', 'body': 'Here is the new intro video.', 'attachments': ['content://videos/intro_video.mp4']}}	{'plan': 'send_email', 'arguments': {'to': 'marketing@company.com', 'subject': 'Intro Video', 'body': 'Here is the new intro video.', 'attachments': ['content://videos/intro_video.mp4']}}	pass	fail	fail	turn4.tsv
"['turn 1: Create a new Markdown document named ""PROJECT_OVERVIEW\.md"". -> PROJECT_OVERVIEW\.md has been created at content://documents/PROJECT_OVERVIEW\.md.', 'turn 2: Call 5554321. -> Calling 5554321 now\...', 'turn 3: Select multiple text files for batch processing. -> Please select the text files you want to include.']"	"Actually, could you send that Markdown file to the team group with the message ""Project overview attached.""?"	"Send content://documents/PROJECT_OVERVIEW\.md to the team group with the message ""Project overview attached."""	['ACTION_SHOW_ALARMS', 'ACTION_SET_ALARM', 'ACTION_EDIT_ALARM', 'ACTION_EDIT_CONTACT', 'send_email']	{'plan': 'send_email', 'arguments': {'to': 'team group', 'body': 'Project overview attached.', 'attachments': ['content://documents/PROJECT_OVERVIEW.md']}}	{'plan': 'send_email', 'arguments': {'to': 'nina@music.com', 'body': 'The contract details were updated today.'}}	pass	fail	fail	turn4.tsv
['turn 1: Update Nina Simone’s contact at content://contacts/people/nina with company MusicStars, phone 210-0123, and email [nina@music.com]. -> Nina Simone’s contact has been updated: Company: MusicStars, Phone: 210-0123, Email: [nina@music.com]. Record URI: content://contacts/people/nina', 'turn 2: What is the postal address for content://profiles/contacts/89? -> The postal address for content://profiles/contacts/89 is 789 Pine Road, Smalltown, CA 90210.', 'turn 3: Please select a plain text log file. -> Sure—tap a plain text log file to open it.']	Can you email her the contract details that were updated today?	Email [nina@music.com] the contract details updated today.	['ACTION_SET_ALARM', 'send_message', 'ACTION_VIEW_PLAYLIST', 'open_settings', 'ACTION_OPEN_CONTENT']	{'plan': 'send_message', 'arguments': {'to': 'nina@music.com', 'message': 'the contract details that were updated today'}}	{'plan': 'send_message', 'arguments': {'to': 'the team group', 'message': 'Project overview attached.', 'attachments': ['content://documents/PROJECT_OVERVIEW.md']}}	pass	fail	fail	turn4.tsv
['turn 1: Show me the contract PDF at content://docs/contract.pdf. -> Here’s the contract PDF: content://docs/contract.pdf.', 'turn 2: What are my active timers? -> Here are your active timers: Tea – 3 minutes, Workout – 8 minutes, Laundry – 15 minutes.', 'turn 3: Please select a PowerPoint file for tomorrow’s meeting. -> Sure—select a .pptx file for your meeting.']	"Actually, could you send that contract PDF to Alice saying ""Please review this and get back to me""?"	"Send content://docs/contract.pdf to Alice with the message ""Please review this and get back to me"""	['ACTION_SHOW_ALARMS', 'ACTION_OPEN_CONTENT', 'send_message', 'ACTION_SET_ALARM', 'ACTION_VIEW_EVENT']	{'plan': 'send_message', 'arguments': {'to': 'Alice', 'message': 'Please review this and get back to me', 'attachments': ['content://docs/contract.pdf']}}	{'plan': 'send_message', 'arguments': {'to': 'Alice', 'message': 'Please review this and get back to me', 'attachments': ['content://docs/contract.pdf']}}	pass	pass	pass	turn4.tsv
"['turn 1: Update the email for Anthony at content://contacts/people/anthony to [ant.hony@mail.com]. -> Opening editor for Anthony (content://contacts/people/anthony) with email [ant.hony@mail.com].', 'turn 2: Show me the contact summary for content://com.app.addressbook/contacts/404. -> Contact summary for John Smith (content://com.app.addressbook/contacts/404): Phone: 555-987-6543; Email: [john.smith@domain.com]; Address: 456 Oak Avenue, Metropolis, NY 10001.', 'turn 3: Send a note to [hr@corporate.org] with subject ""Vacation Request"". -> Your note to [hr@corporate.org] with subject ""Vacation Request"" has been sent.']"	"Actually, could you send Anthony a message saying ""Hi Anthony, I just updated your email. Can you confirm you received my test email?""?"	"Send Anthony a message saying ""Hi Anthony, I just updated your email. Can you confirm you received my test email?"""	['send_message', 'ACTION_SET_TIMER', 'ACTION_VIEW_PLAYLIST', 'ACTION_EDIT_VIDEO', 'ACTION_CREATE_DOCUMENT']	{'plan': 'send_message', 'arguments': {'to': 'ant.hony@mail.com', 'message': 'Hi Anthony, I just updated your email. Can you confirm you received my test email?'}}	{'plan': 'send_message', 'arguments': {'to': 'Anthony', 'message': 'Hi Anthony, just updated your email. Can you confirm you received my test email?'}}	pass	fail	fail	turn4.tsv
"[""turn 1: Create a 6:45 AM alarm labeled 'Morning workout' without confirmation UI. -> Your 'Morning workout' alarm has been set for 6:45 AM—no confirmation screen needed. (ID: alarm_no17)"", ""turn 2: Could you pull up the history of my last internet session? -> Here's the history of your last internet session: Wikipedia: Mars exploration; NASA: Perseverance Rover; Space.com: Black holes article; The Planetary Society: James Webb Telescope update; National Geographic: Space Photography feature."", ""turn 3: Pick multiple invoices in PDF format. -> Sure—please select the PDF invoices you want."", ""turn 4: Start the Messages app to read my new texts. -> The Messages app is now open. You can check your new texts.""]"	Actually, change that alarm to 7:00 AM, rename it 'Sunrise workout', and set it to repeat on weekends.	Change 'alarm_no17' to go off at 7:00 AM, rename it 'Sunrise workout', and set it to repeat on weekends.	['ACTION_EDIT_ALARM', 'ACTION_PICK', 'ACTION_GET_RINGTONE', 'open_settings', 'ACTION_CREATE_DOCUMENT']	{'plan': 'ACTION_EDIT_ALARM', 'arguments': {'alarm_id': 17, 'EXTRA_HOUR': 7, 'EXTRA_MINUTES': 0, 'EXTRA_MESSAGE': 'Sunrise workout', 'EXTRA_DAYS': ['Saturday', 'Sunday']}}	{'plan': 'ACTION_EDIT_ALARM', 'arguments': {'alarm_id': 17, 'EXTRA_HOUR': 7, 'EXTRA_MINUTES': 0, 'EXTRA_MESSAGE': 'Sunrise workout', 'EXTRA_DAYS': ['Saturday', 'Sunday']}}	pass	pass	pass	turn5.tsv
"[""turn 1: Set an alarm for 7:00 AM with the ringtone uri://alarm_sound_1. -> Your alarm (ID: alarm_no7) has been set for 7:00 AM with the custom ringtone (uri://alarm_sound_1)."", ""turn 2: Start recording a video for my assignment and save it to content://assignments/vid1.mp4. -> Recording started. Your assignment video has been saved to content://assignments/vid1.mp4."", ""turn 3: Select a PowerPoint presentation file. -> Sure—please pick the PowerPoint presentation you’d like."", ""turn 4: Update the company for Rachel at content://contacts/people/rachel to DesignHub. -> Done—Rachel’s company is now set to DesignHub. You can view it at content://contacts/people/rachel.""]"	Actually, change that alarm to 6:45 AM on weekdays with the default ringtone, and label it 'Weekday rise'.	Change alarm_no7 to 6:45 AM on weekdays with the default ringtone and label it 'Weekday rise'.	['ACTION_INSERT_CONTACT', 'ACTION_EDIT_ALARM', 'dial', 'INTENT_ACTION_VIDEO_CAMERA', 'send_email']	{'plan': 'ACTION_EDIT_ALARM', 'arguments': {'alarm_id': 7, 'EXTRA_HOUR': 6, 'EXTRA_MINUTES': 45, 'EXTRA_DAYS': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'EXTRA_RINGTONE': None, 'EXTRA_MESSAGE': 'Weekday rise'}}	{'plan': 'ACTION_EDIT_ALARM', 'arguments': {'alarm_id': 7, 'EXTRA_HOUR': 6, 'EXTRA_MINUTES': 45, 'EXTRA_MESSAGE': 'Weekday rise', 'EXTRA_DAYS': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']}}	pass	fail	fail	turn5.tsv
"[""turn 1: Could you set a recurring alarm for medication at 10:15 PM on Mondays and Thursdays? -> Your medication reminder (ID: alarm_no7) is set for 10:15 PM every Monday and Thursday."", ""turn 2: Start video capture now. -> Video mode activated—camera is live."", ""turn 3: Please open content://documents/doc/616 and don’t add any text yet. -> Opening content://documents/doc/616. Ready for your edits."", ""turn 4: Add an event: ‘Guitar Lesson’ on June 12, 2024, from 5:00 PM to 6:00 PM at Music Academy, description ‘Weekly lesson with instructor’. -> Done! ‘Guitar Lesson’ has been scheduled for June 12, 2024, 5:00 PM–6:00 PM at Music Academy. See details: content://calendar/event/1004.""]"	Actually, change that alarm to fire at 10:00 PM instead.	Change alarm_no7 to fire at 10:00 PM instead.	['ACTION_EDIT_ALARM', 'ACTION_IMAGE_CAPTURE', 'dial', 'play_video', 'ACTION_OPEN_CONTENT']	{'plan': 'ACTION_EDIT_ALARM', 'arguments': {'alarm_id': 7, 'EXTRA_HOUR': 22, 'EXTRA_MINUTES': 0}}	{'plan': 'ACTION_EDIT_ALARM', 'arguments': {'alarm_id': 7, 'EXTRA_HOUR': 22, 'EXTRA_MINUTES': 0}}	pass	pass	pass	turn5.tsv
"[""turn 1: Show me the phone number and email for content://contacts/people/1035. -> Here are the phone number and email for content://contacts/people/1035."", ""turn 2: Set a 10-minute timer named 'Tea steeping'. -> The 'Tea steeping' timer is set for 10 minutes."", ""turn 3: Display all sent messages. -> Your Sent messages folder appears to be empty."", ""turn 4: Select one image from my gallery. -> Got it. You selected: content://temp/DCIM/Camera/IMG_20230815_123456.jpg.""]"	Update that contact's email to [user1035@newdomain.com].	Update content://contacts/people/1035's email to [user1035@newdomain.com].	['ACTION_SET_RINGTONE', 'play_video', 'ACTION_GET_CONTENT', 'ACTION_EDIT_CONTACT', 'send_email']	{'plan': 'ACTION_EDIT_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/1035', 'contact_info': {'email': '[user1035@newdomain.com]'}}}	{'plan': 'ACTION_EDIT_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/1035', 'contact_info': {'email': 'user1035@newdomain.com'}}}	pass	fail	fail	turn5.tsv
